symbol,company_name,lat,lon,country,state
CSIQ,Canadian Solar,43.5460516,-80.2493276,ca,Ontario
CSCO,Micros Systems,39.1938429,-76.86460919353361,us,Maryland
CRTO,Criteo,48.8534951,2.3483915,fr,Île-de-France
CRSP,CRISPR Therapeutics,47.1486137,8.5539378,ch,Zug
CRNT,Ceragon,32.0852997,34.7818064,il,מחוז תל אביב
CRNC,Cherokee Inc.,34.1508718,-118.4489865,us,California
CREG,China Recycling Energy Corporation,34.2607713,108.9423443,cn,陕西省
CPE,Berry Petroleum Company,32.7762719,-96.7968559,us,
CPAC,Vacasa,45.5202471,-122.674194,us,Oregon
COUP,PTC (software company),42.3554334,-71.060511,us,Massachusetts
CORT,Corcept Therapeutics,37.4519671,-122.177992,us,California
COHN,Kohlberg & Company,41.2042616,-73.7270761,us,New York
CNXN,PC Connection,43.3260376,-71.6854725,us,New Hampshire
CNTY,Century Casinos,38.8339578,-104.825348,us,Colorado
CNI,Canaan Creative,39.9057136,116.3912972,cn,北京市
CNBKA,U.S. Century Bank,25.8195424,-80.3553302,us,Florida
CMTL,ADC Telecommunications,40.2663107,-76.8861122,us,Pennsylvania
CMPR,Cimpress,54.0033615,-6.39199961126268,ie,
CMLS,Ku6 Media,39.9057136,116.3912972,cn,北京市
CMG,Kona Grill,39.7392364,-104.984862,us,Colorado
CME,CME Group,41.8755616,-87.6244212,us,Illinois
CMBM,Cambium Networks,42.0841936,-88.0131275,us,Illinois
CM,International Bank of Commerce,27.5236998,-99.497352,us,
CLRB,Aclara Biosciences,37.3893889,-122.0832101,us,California
CL,Move (company),37.2333253,-121.6846349,us,California
CIGI,Colliers (company),43.6534817,-79.3839347,ca,Ontario
CHSCL,CHS Inc.,44.8479039,-93.0428119,us,Minnesota
CGNX,Cognex Corporation,42.2836393,-71.346996,us,Massachusetts
CFB,Vista Bank,32.7762719,-96.7968559,us,
CECE,CECO Environmental,32.7762719,-96.7968559,us,
CDTX,Windtree Therapeutics,40.2492741,-75.1340604,us,Pennsylvania
CCOI,Rigetti Computing,37.8708393,-122.272863,us,California
CCEP,Coca-Cola Europacific Partners,51.5449509,-0.4816672,gb,England
CBU,CommunityOne Bank,35.2272086,-80.8430827,us,North Carolina
CBSH,BigCommerce,30.2711286,-97.7436995,us,
CBRL,Cracker Barrel,36.2079779,-86.2910945,us,Tennessee
CBIO,Oatly,55.6052931,13.0001566,se,
CATY,Cathay Bank,34.0536909,-118.242766,us,California
CATB,Catabasis Pharmaceuticals,42.3750997,-71.1056157,us,Massachusetts
CASY,Casey's,41.7320796,-93.605092,us,Iowa
CARE,Monroe Bank & Trust,41.9153358,-83.5135665,us,Michigan
CAR,Avis Budget Group,40.8578772,-74.4259866,us,New Jersey
CAL,"Ceres, Inc.",34.1705609,-118.8375937,us,California
CACC,Credit Acceptance,42.4733689,-83.2218731,us,Michigan
BWAY,Brainsway,42.5048167,-71.1956111,us,Massachusetts
BVXV,BiondVax,31.79592425,35.21198075969497,il,מחוז ירושלים
BVSN,Broadvision,37.4863239,-122.232523,us,California
BTE,SimCorp,55.6867243,12.5700724,dk,Region Hovedstaden
BSQR,EZCorp,30.2711286,-97.7436995,us,
BSM,Black Stone Minerals,29.75579455,-95.36392505265292,us,
BRBR,Leading Brands,49.2608724,-123.113952,ca,British Columbia
BPY,Brookfield Property Partners,32.2956076,-64.7827048,bm,
BPOP,"Popular, Inc.",18.4292235,-66.0601256,us,Puerto Rico
BOSC,B.O.S. Better Online Solutions,31.9635712,34.8101149,il,מחוז המרכז
BOKF,BOK Financial Corporation,36.1563122,-95.9927516,us,Oklahoma
BOH,Bank of Hope,34.0617936,-118.305447,us,California
BNTX,BioNTech,49.9876395,8.27164679506326,de,Rheinland-Pfalz
BNTC,Benitec Biopharma,-37.8142454,144.9631732,au,Victoria
BMRA,IDEX Biometrics,59.9133301,10.7389701,no,
BMLP,Light & Wonder,36.1672559,-115.148516,us,Nevada
BLRX,BioLineRx,31.9085744,35.0069297,il,מחוז המרכז
BLFS,Sonifi Solutions,43.5488256,-96.7307737,us,South Dakota
BLDP,Aladdin Knowledge Systems,39.4686229,-76.2349083,us,Maryland
BK,Yellow Corporation,38.9742502,-94.6851702,us,Kansas
BJRI,BJ's Restaurants,33.6783336,-118.0000166,us,California
BIO,SRS Labs,33.7494951,-117.8732213,us,California
BILI,Bilibili,31.2323437,121.4691024,cn,上海市
BIDU,Baidu,39.9057136,116.3912972,cn,北京市
BHAT,Pactiv Evergreen,42.2586461,-87.8407055,us,Illinois
BGFV,Big 5 Sporting Goods,33.917028,-118.4156337,us,California
BDTX,Black Diamond Equipment,40.6710765,-111.8250278,us,Utah
BCRX,BioCryst Pharmaceuticals,35.996653,-78.9018053,us,North Carolina
BATRA,Liberty Media,39.3420437,-104.9468945,us,Colorado
BANR,Banner Bank,46.2055155,-118.5174284,us,Washington
BAND,Bandwidth (company),35.7803977,-78.6390989,us,North Carolina
BANC,Banc of California,33.7494951,-117.8732213,us,California
AZZ,"Spyglass, Inc.",41.7728699,-88.1479278,us,Illinois
AZN,AstraZeneca,52.2055314,0.1186637,gb,England
AXAS,Petco,32.7174202,-117.1627728,us,California
AX,Axos Financial,36.1672559,-115.148516,us,Nevada
AWRE,"Aware, Inc.",42.4917301,-71.2817947,us,Massachusetts
AVNW,Aviat Networks,30.2711286,-97.7436995,us,
AVID,Avid Technology,42.5048167,-71.1956111,us,Massachusetts
AVDL,Avadel Pharmaceuticals,53.3498006,-6.2602964,ie,
AVAV,AeroVironment,38.8769326,-77.0893094,us,Virginia
AUMN,iPass (company),37.5318804,-122.2480219,us,California
AUBN,Auburn National Bancorporation,32.6098566,-85.4807825,us,Alabama
AUB,Atlantic Union Bank,37.5385087,-77.43428,us,Virginia
ATVI,Activision Blizzard,34.0194704,-118.491227,us,California
ATV,DZS,33.0136764,-96.6925096,us,Texas
ATRI,Aixtron,50.8684545,6.0950514,de,Nordrhein-Westfalen
ATNI,ASM International,52.3705038,5.2185859,nl,Flevoland
ATLC,Antelope Enterprise Holdings,24.784435,118.5477505,cn,福建省
ATGE,Adtran,34.729847,-86.5859011,us,Alabama
ASUR,Asure Software,30.2711286,-97.7436995,us,
ASTC,Arotech Corporation,38.6920451,-75.4013315,us,Delaware
ASRV,AmeriServ Financial,40.3267407,-78.9219698,us,Pennsylvania
ASRT,Assertio Therapeutics,37.5296593,-122.0402399,us,California
ASNA,Ascena Retail Group,41.0887072,-74.1437552,us,New Jersey
ASML,ASML Holding,51.4190691,5.4045572,nl,Noord-Brabant
ASC,DryShips,37.9839412,23.7283052,gr,Αποκεντρωμένη Διοίκηση Αττικής
ARQT,Northwest Biotherapeutics,38.98127255,-77.12335871396549,us,Maryland
ARNC,Arctic Cat,48.1172301,-96.1770667,us,Minnesota
ARNA,Acura Pharmaceuticals,42.1105779,-88.0336888,us,Illinois
ARCT,Arcturus Therapeutics,32.7174202,-117.1627728,us,California
APOP,Cellebrite,32.0877639,34.8859985,il,מחוז המרכז
APO,Jowell Global,31.2323437,121.4691024,cn,上海市
APM,Apptio,47.6144219,-122.192337,us,Washington
APAM,Arteris,37.2870626,-121.9448818,us,California
AOBC,American Outdoor Brands,38.951883,-92.3337366,us,Missouri
ANH,Ashworth (clothing),39.7837304,-100.445882,us,Kansas
ANGO,Anghami,24.4538352,54.3774014,ae,أبو ظبي
ANET,Aruba Networks,37.2333253,-121.6846349,us,California
ANDE,The Andersons,41.5628294,-83.6538244,us,Ohio
AN,AutoNavi,39.9057136,116.3912972,cn,北京市
AMWD,American Woodmark,39.12054585,-78.19432292043899,us,Virginia
AMSF,"F5, Inc.",47.6503869,-122.3066356873096,us,Washington
AMRB,American River Bank,38.5810606,-121.493895,us,California
AMPH,Appharvest,38.1839705,-83.4326841,us,Kentucky
AMPE,Amylin Pharmaceuticals,32.7174202,-117.1627728,us,California
AMCX,AMC Networks,40.6120637,-74.0597827,us,New York
AMBA,Ambarella Inc.,37.2333253,-121.6846349,us,California
AMAG,AMAG Pharmaceuticals,39.7837304,-100.445882,us,Kansas
ALYA,Alithya,45.5031824,-73.5698065,ca,Québec
ALTR,Altair Engineering,42.6055893,-83.1499304,us,Michigan
ALTM,Yatra (company),28.4646148,77.0299194,in,Haryana
ALSK,Alaska Communications,61.2163129,-149.894852,us,Alaska
ALPN,GlobeImmune,39.977763,-105.1319296,us,Colorado
ALLO,Alludo,45.4208777,-75.6901106,ca,Ontario
ALKS,Alkermes (company),53.3498006,-6.2602964,ie,
ALK,Ambassadors Group,47.6571934,-117.42351,us,Washington
ALIM,Alimera Sciences,34.0709576,-84.2747329,us,Georgia
ALGT,Telos (company),39.0300191,-77.46964646557657,us,Virginia
ALEX,Alexander & Baldwin,21.304547,-157.855676,us,Hawaii
ALE,"Vertex, Inc.",40.09476245,-75.3851333563417,us,Pennsylvania
AIN,Altaba,40.7127281,-74.0060152,us,New York
AIMC,Altra Industrial Motion,42.2205956,-71.0041229,us,Massachusetts
AHPI,Allion Healthcare,40.7934322,-73.4151214,us,New York
AGYS,Agilysys,34.0709576,-84.2747329,us,Georgia
AGTC,Applied Genetic Technologies Corporation,29.675568,-82.3640109,us,Florida
AGNCM,Sharecare,33.7489924,-84.3902644,us,Georgia
AGN,AbCellera,49.2608724,-123.113952,ca,British Columbia
AGIO,Agios Pharmaceuticals,42.3750997,-71.1056157,us,Massachusetts
AGEN,Agenus,42.4415015,-71.26305527595915,us,Massachusetts
ADXS,Advaxis,40.3492744,-74.6592958,us,New Jersey
ADX,Famous Dave's,44.9405086,-93.4638936,us,Minnesota
ADVM,Adverum Biotechnologies,37.4863239,-122.232523,us,California
ADS,Alliance MMA,40.6120637,-74.0597827,us,New York
ADPT,Analogic Corporation,42.5278731,-70.9286609,us,Massachusetts
ADP,Pubmatic,37.4863239,-122.232523,us,California
ADMA,AMD,37.2333253,-121.6846349,us,California
ACTG,Acacia Research,40.7127281,-74.0060152,us,New York
ACRE,Actuate Corporation,37.496904,-122.3330573,us,California
ACLS,Axcelis Technologies,42.5584284,-70.8800491,us,Massachusetts
ACIW,ACI Worldwide,25.7741728,-80.19362,us,Florida
ACGL,Arch Capital Group,32.2956076,-64.7827048,bm,
ACCO,HashiCorp,37.7790262,-122.419906,us,California
ACC,American Capital,38.98127255,-77.12335871396549,us,Maryland
ACAD,ARIAD Pharmaceuticals,42.3750997,-71.1056157,us,Massachusetts
ABG,REE Automotive,52.4081812,-1.510477,gb,England
ABEO,Abengoa,37.3886303,-5.9953403,es,Andalucía
ABCB,Ameristar Casinos,36.1150858,-115.173414,us,Nevada
AAWW,Atlas Air Worldwide Holdings,41.0409305,-73.7145746,us,New York
AAON,AAON,36.1563122,-95.9927516,us,Oklahoma
AAN,Alvarion,32.1676842,34.83082794429146,il,מחוז תל אביב
AAL,American Airlines Group,32.8581778,-97.3191537786133,us,Texas
AA,Actua Corporation,40.0463001,-75.3595487,us,Pennsylvania
